county,T,loss
12075.0,5,"[270212.92135074356, 71880.90671641748, 46480.54113952931, 302044.5088165802, 743862.4471374417, 89144.92436215591, 208996.32170138543, 627969.733301089, 216107.81497767018, 367853.72169339785, 215965.5597989879, 105012.91018279549, 359759.6763010882, 218006.86454380245, 320550.6861058147, 337510.85059620085, 513880.008711071, 152905.5002381077, 98058.82891652879, 21918.838880184456, 33494.0363089969, 330968.6999356959, 197934.92498877022, 24171.447286808547, 477570.4238892646, 232963.71194249243, 328431.2544171706, 392311.38327847474, 196968.3320612929, 8427.892380685933]"
12075.0,6,"[96883.57528081117, 173937.61677965103, 256928.49485810922, 222700.84037703983, 436165.8131619408, 174535.28709581064, 216991.0046623291, 240444.0077924919, 273294.59235755476, 433126.8756985572, 94309.40028314105, 87796.9722997748, 275286.303461014, 179109.69775321262, 429018.11181068746, 132794.08976602452, 60853.718400897866, 14757.914333651624, 377793.3618781346, 156348.52186316944, 40076.41080988416, 464358.89297637466, 331145.0708822672, 275289.1550422169, 255024.28245190205, 96635.19085755887, 186634.4948338126, 467174.3274376515, 456538.4784989725, 46558.632290804904]"
12075.0,7,"[804515.033664182, 38182.78364660758, 76466.74608443081, 51958.869740380884, 262824.8019779465, 304118.5039732984, 239966.76353949474, 651093.855218752, 53790.86723432132, 200344.27627766208, 272766.75438859663, 291602.45654492086, 156267.07539348348, 231761.62881842087, 174793.31895280542, 130247.7794739282, 324183.45633372565, 323264.0997917974, 284645.8277415955, 42040.88247777262, 90907.08594556178, 150933.70810838064, 188921.74075144215, 349754.31924338965, 234240.35651396215, 86870.78952572803, 411968.397128626, 407786.97928703856, 475137.20204342535, 166589.5504383836]"
12075.0,8,"[275218.83932614734, 428639.09610883234, 497498.7850424914, 230606.2530266761, 528161.1412640512, 282509.2955585555, 252149.21852217364, 116681.30895456947, 230568.77292509077, 91706.44009154692, 249526.00138272258, 111988.10693060356, 769543.0278309464, 54950.52172792963, 149558.45019271204, 112502.28930686413, 545139.372854909, 75436.6777304069, 61387.125704662445, 262829.82219099835, 109394.0468030352, 437393.2458898245, 662692.5678866054, 158415.3873285914, 80566.8082768274, 497946.51019321644, 144096.64673827533, 441348.4066632249, 138996.05879000554, 44565.078690733106]"
12075.0,9,"[30677.153150887018, 105450.13583563978, 97078.92665985093, 168570.21270377113, 135786.58819764273, 240615.85061612583, 59059.694307865815, 224235.9181168974, 213955.33088781367, 251524.8255541191, 513573.3093967155, 144464.62745407593, 413668.4197606402, 273503.81011858105, 224652.0519104884, 163579.4069593159, 27681.31517532228, 476255.19874451443, 220231.69789158576, 6879.844442385987, 113000.80956757479, 52737.765212780825, 87783.24485846277, 143624.95272238093, 274751.58748532017, 269728.0036038248, 114938.19382673832, 166341.53773705292, 235687.23156307905, 74859.7011258096]"
12077.0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.773281714669842, 0.0, 0.0, 0.0, 150.93757657533538, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
12077.0,1,"[0.0, 0.0, 0.0, 0.0, 0.5691503051637712, 0.0, 21.383543723874634, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
12077.0,2,"[57.38639724262748, 0.0, 0.0, 2.285099022994197e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 807345.4938335677, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8100.173028821374, 336667.24205310695, 0.0, 0.0, 0.0, 0.004443598164892729]"
12077.0,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 530.5561846142763, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 878.3902564774612, 0.0, 0.0, 4.020741635603215e-12, 260.05381708763457, 0.0, 0.0, 3.7397329933438713e-06, 0.0, 0.0, 7.642461403742747, 0.0, 89.12056117386416, 0.0]"
12077.0,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.810122804269847, 0.0, 22018.837056518536, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019731333604180758, 6122.49279296803, 0.0, 0.0, 0.0, 48.34202851111065, 0.0, 0.0]"
12077.0,5,"[0.0, 0.2522319339410947, 0.0, 0.0, 0.0, 50783.48705127083, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 38.7825703420111, 0.0, 0.0, 0.0, 0.0, 8367.985334166473, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.032210158632122975, 0.0, 37241.49056541271, 0.0]"
12077.0,6,"[0.0, 0.0, 2.454062513256674e-16, 0.0, 0.0, 0.0, 0.0, 0.0005600086973330814, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 33696.54873086248, 8004.6201398639105, 0.0, 0.0, 6.102290224563935, 0.0, 0.0, 277.89746925658386, 30902.792838063902, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
12077.0,7,"[8006.630170342447, 0.0, 0.0, 0.0, 0.0, 0.0, 2.640586047302007e-06, 2056.970720595871, 0.0, 305.85392993067705, 0.11889790362342477, 1.46273455978504e-23, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 154.80779118186362, 0.0, 0.0, 0.0, 6.7293842900280065, 0.0, 0.0, 0.0, 0.0]"
12077.0,8,"[0.0, 0.0, 334.5714583634795, 0.0, 0.0, 0.0, 0.12694790309843687, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2751.172074609524, 0.0, 0.00362819185493768, 0.0, 0.0]"
12077.0,9,"[0.0, 0.11527474150118394, 0.0, 0.0, 0.0, 0.0, 0.0, 1521.8746253030436, 26193.80398642639, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3648364302392089, 0.0, 0.0, 833.6670351522158, 0.0, 0.0, 17.491756080323572, 156852.27669882012, 67062.66522854014, 0.0, 0.0, 0.0, 1863.1296051743448]"
12079.0,0,"[33907.64882683461, 0.0, 92.55759287875006, 580.980317059904, 0.10767484966126475, 5.585733884264499, 0.0, 8252.691566428019, 8806.395437057636, 2159.3111366597423, 2326.8522017430255, 5899.6750553914135, 45046.254754948335, 18619.923713291704, 52.28600987505885, 73875.40931309939, 0.0, 1259.126768867558, 632.1700561436039, 157194.33092072926, 4.392853596714985e-07, 12457.286472025691, 9175.772490378436, 35655.89858363501, 414.24651742419354, 25705.586075173815, 213.8419407353999, 21013.864068905626, 41417.61203969887, 1951.2099200632845]"
12079.0,1,"[166.57569490603532, 9412.422762967122, 2925.1949105185613, 39.669648042986644, 100934.5944742087, 1.3057566826436346e-16, 108887.0437619726, 0.0, 11520.986370451072, 706.250356541112, 2213.113949980107, 0.0, 125.0129758139673, 5844.988430299178, 8308.95533411219, 4139.0082491214425, 1187.764390877154, 346.2132640609547, 48579.583334868075, 0.0, 9184.035264543525, 0.0, 1889.001130447855, 64740.71513954805, 18140.795135404267, 0.0, 0.0, 0.0, 0.0, 1533.6861325955408]"
12079.0,2,"[272753.2440043873, 604.0198984316877, 15695.36469482871, 119563.07479717198, 9034.300128482771, 0.047883354901246705, 1449.2271676676787, 10253.40011366629, 163.38298619794227, 0.0, 0.0, 714.3287518181767, 265.3578492276769, 38687.12745504698, 5.74266990313377e-07, 364873.03766115505, 0.03515719986781968, 16671.63834823235, 39515.92741256419, 90.66681558369496, 1826.9308754007307, 5654.546734555405, 115.6586179315265, 22575.502029967716, 312763.6683103392, 459387.3535585463, 119314.67451302701, 977.0081788382016, 24.79614854517355, 126424.18588599178]"
12079.0,3,"[910.7681718969882, 44.631317797037866, 8320.959299906117, 72587.52847195914, 10413.527901293137, 9882.360161378507, 460.10029523047206, 0.1416430039675441, 3767.447337524499, 123499.6347207639, 21430.84555239897, 0.0006719823015921025, 1431.8278666364847, 24.304072586536762, 165.78181286939392, 10804.852832240464, 111630.326475338, 197786.5000279441, 28430.50348583769, 102479.28103298967, 58273.14946845396, 3.949634445707454, 455.750425622131, 107002.87926881574, 4026.946873203964, 1.6648813215330613, 101331.82542002654, 21221.4755901436, 18130.655112896864, 20912.378854383434]"
12079.0,4,"[5.8259588453069305e-05, 22861.01529461709, 26179.482930408336, 6441.564775809026, 0.0, 261332.19105497375, 2089.5433561026375, 17238.523172813086, 16196.372054726824, 955.880807704301, 33560.97489055357, 4462.886211150525, 46041.31338123566, 29290.703288092525, 4208.4611208291935, 15822.345436518755, 125.50409495752417, 10.476373446433815, 210.49462798024854, 0.0, 3484.669684657763, 38560.991786257386, 100038.19592706428, 182707.33525220866, 58342.56522171323, 6689.00978560927, 3049.2016765197855, 53684.689001640276, 64.95945206873856, 142.13984797894028]"
12079.0,5,"[10.35537140762284, 114392.4808189603, 997.8691749443196, 36578.30572928044, 0.5372197659922988, 308135.01478786755, 0.036145561276239406, 70.25443597289136, 22978.763218488406, 8011.342195478243, 26.63697575120725, 14087.544146377866, 19.44643037805735, 72081.2445626675, 16591.24923181765, 14209.769924929667, 0.0, 180998.36058869358, 131053.33079320486, 160574.16034469736, 380.8746375814444, 22466.40404739974, 0.0, 47118.84514624897, 0.0, 90625.64718997954, 40390.96574185318, 75607.81892150822, 79882.570994203, 0.09828191206322621]"
12079.0,6,"[38837.1350840742, 2265.8410881552168, 200129.39307356428, 0.0, 2338.6436513536564, 10296.408377312071, 38667.71881144388, 41134.354441923424, 0.04522968210545191, 48525.85835917165, 2.821540408584584, 11810.13452586153, 72.68507197265448, 18074.38841807612, 8410.440959556956, 164455.96266838498, 4051.04587309152, 78.61591464333027, 8600.157501804306, 6187.2777524719195, 0.0, 67845.24964190435, 173888.6328224326, 2608.8715363088277, 54478.85560427622, 33694.123873014636, 45425.302828278735, 15432.992146560442, 7203.167017131258, 1.777158317517299]"
12079.0,7,"[20820.891128547406, 0.0, 0.3005507277140138, 5.225144813338231e-09, 3648.7091920496923, 292.1133424065232, 24350.23023774851, 196980.66536898774, 1.4877728248048212, 290863.3188891137, 14290.932786405016, 151350.98420298126, 0.0, 2883.791984636992, 134.2219652404016, 0.03520252616301351, 26.950237790464442, 65907.18426236653, 1067.0569785096254, 702.4908537538822, 0.0, 8769.905598456358, 229366.7173702774, 2095.999797204016, 204140.4398510066, 149427.08062598307, 0.0, 9362.797950400272, 415.18830117726236, 2.3955971914752764e-05]"
12079.0,8,"[11066.921375155325, 2115.7353138065882, 10975.662861826848, 82662.79454594632, 66671.76426791163, 1780.7283707037777, 49935.061461209814, 9682.729193400803, 155478.5466199478, 1774.4712451766798, 52.429500126674306, 75.59097929656059, 0.0006569210075459451, 0.0, 0.0012981856067920264, 2114.8256099965665, 27120.0879552162, 12431.39288940223, 214.6658277324534, 18814.919711160288, 0.0, 42925.56565493392, 1575.058530024442, 27501.761154944295, 184986.79291171467, 17.472820676280172, 0.0, 106060.37598349436, 3932.6824551897057, 17.070472168574334]"
12079.0,9,"[505.51099512398594, 58471.31460614991, 25321.78192475583, 10521.53902518207, 0.0, 0.0, 1.2966269315186048, 195494.66979910855, 165372.69256508237, 0.028486994076722696, 145739.09487248346, 0.0, 206.36682709942278, 11465.41915465011, 928.4064122394334, 920.3295497724818, 0.016787169559671824, 147422.81240088987, 582.7501250274165, 0.3789531043642683, 47090.861852762566, 8.082005019164553, 0.0, 13827.444522922096, 464067.1627347568, 19941.549284386932, 75547.52300714515, 0.0, 8674.586639059135, 51542.88607896099]"
12081.0,0,"[483775.44478188694, 1022112.9573609012, 255654.73013504624, 1537682.3088309176, 833304.8717959664, 1194710.2802015701, 980140.1257548982, 566551.6847152049, 809916.8949823395, 1210386.0537167145, 544245.8476561558, 877451.9349231084, 1145947.4668845756, 965989.0541032384, 1301425.469960213, 1232845.1974632042, 950309.4899181508, 981595.7988090741, 1125099.7963958003, 1162577.1897824525, 1563597.8305422238, 599620.6982253741, 477034.22883227485, 692362.2021573395, 1077203.7307230954, 237320.82707203308, 374767.32980243216, 1165030.9951066321, 544970.5292860863, 264488.62185943895]"
12081.0,1,"[594411.9941205124, 223570.51693331765, 605292.824540035, 346592.85323987843, 622410.4967775116, 1196762.5655687684, 451380.7544364289, 708141.10525307, 993777.9961931469, 713906.845924899, 205403.94953300589, 662039.9247208617, 355276.6393898721, 368634.7236873368, 655591.8924033064, 1183759.2506341906, 1319827.716758855, 399241.5721105213, 303237.2027047851, 1323269.5112327398, 651375.1660294585, 1809405.693584182, 823550.132600484, 243938.8489093014, 472261.18735407846, 521309.56928922003, 993242.6429140222, 120992.03614762842, 1491479.352920893, 282904.8418021015]"
12081.0,2,"[328156.86057771434, 494470.892894286, 725302.4057947617, 457227.3930540924, 77546.64630811854, 606954.3056119554, 506741.43711560173, 439655.83425963885, 1370963.2216318436, 642618.0790880753, 541413.8850609511, 1647197.9658884532, 215103.93497857873, 934773.2711022892, 636786.9658604879, 457458.7557619579, 802963.8291991692, 437618.83766033343, 407058.29517021024, 614987.0939111825, 506927.9491950426, 755706.9196730179, 383068.31660956977, 743297.2097065558, 1009333.475230609, 655994.4746333222, 444337.43946802674, 916367.8307970506, 746901.0269942292, 664046.9075393743]"
12081.0,3,"[443013.1697230386, 902336.3119377365, 220850.9825242243, 365750.41825340263, 1160731.2341175976, 673656.5751476286, 688658.2063404892, 744799.4841599239, 749210.5802070943, 978104.4892538023, 441883.47640356777, 388023.8817875095, 608261.6473185987, 998387.3802338954, 1458514.4639065748, 542230.3718312376, 640505.9531660454, 195379.13574117477, 561834.0463466503, 985148.1287051913, 338998.7150520401, 1087536.157559456, 808603.403194297, 340061.3597300436, 525153.1826651493, 886336.6354043599, 438769.683933546, 637907.1043996416, 1350384.8734440946, 188241.58312288817]"
12081.0,4,"[429857.4830418035, 1062941.5750709518, 492438.5853291972, 365090.5874754545, 1182254.4781633993, 829111.4468221865, 619324.9134874006, 544349.3495478173, 959182.5983827149, 761671.3607208586, 620261.8583574793, 1188261.8066105966, 962221.1160861228, 407786.8052549092, 559287.5177029601, 135302.6602639357, 375393.774486743, 1067673.3340512598, 958851.9987351283, 1046536.0213580456, 126372.4318154509, 341707.39441116515, 1141200.8627447602, 1207313.6047318943, 442559.45323925366, 485209.4679780107, 1041689.19755549, 426927.9561170428, 171757.4419195905, 610467.5907795058]"
12081.0,5,"[1101946.4131274484, 392086.9340788176, 395484.1844190493, 657327.6178269314, 1315916.5282911805, 359441.676675544, 307301.2091799773, 889563.9315584209, 766328.2238178034, 687157.3359239569, 1609859.149186028, 679512.049924599, 1342931.5685359447, 663228.8887223237, 728498.6820978732, 649964.4375776642, 948528.6074324927, 525966.6640336037, 675060.1837309774, 197852.32103241733, 592651.3195186849, 553277.8610008054, 1186932.1075180867, 350086.61553685914, 1825125.207657677, 920937.661551187, 1007585.6744232313, 482871.60649382207, 615164.6591313266, 130629.04467656673]"
12081.0,6,"[781105.1170548622, 762170.5126888008, 555134.7221170588, 1078254.989969771, 1544299.5685260994, 1198423.7845782351, 350137.56999613246, 385381.9966890868, 1251568.3494799673, 1774235.7143573537, 554357.6294036553, 309282.59240771655, 1281724.0199076615, 389196.0426330096, 1057278.4173096793, 935068.6973377595, 292705.3097139474, 550000.5142446784, 1181213.1797362736, 704073.3557485618, 277234.7861230329, 1069299.516877853, 1840507.2693177648, 555243.2556279763, 875762.8114723794, 406930.0920688796, 1391321.912238168, 1229628.849383012, 1047143.7781607095, 1034917.2247151214]"
12081.0,7,"[1117949.4675516738, 631076.0199186032, 547535.7498321279, 420972.9378687088, 521592.0705148978, 974275.888390561, 1100352.5467704805, 1671055.671138746, 644025.2869397716, 708112.4251402114, 1157942.472441036, 918720.5892796734, 456207.4866730271, 611916.120857078, 662328.0783826767, 280782.5010445866, 1385351.6494408755, 451007.9761050173, 495897.8580827162, 351119.37949875067, 941508.1134181854, 726157.2316756699, 543919.0463797542, 425613.66307219653, 256794.03783343712, 589120.6312546227, 645500.1397318945, 1172056.8936574033, 1162445.7856042886, 962126.3818308233]"
12081.0,8,"[639538.0991455952, 1064507.5382928064, 1317460.4855165018, 961635.2999251466, 1408373.439534869, 952996.6574356202, 1230892.1088549169, 415296.11608904006, 377879.94541576126, 409708.83791767305, 665031.3698585015, 757261.9687972557, 930983.6038412264, 1446692.2438865874, 731698.7044225414, 284308.68561703106, 1041175.7224832851, 441744.62471962103, 326227.1192611691, 727019.6502340323, 483962.2648759662, 1027151.0666491309, 1825341.932065649, 450340.6280692012, 400817.3744026478, 1041056.4416731227, 524679.4928435339, 838914.2936677118, 562790.0017959713, 316283.65394882637]"
12081.0,9,"[223655.98635326495, 274435.25542686885, 908000.0682533, 398747.43467358185, 594589.1744991045, 1364982.43817605, 319738.3663306267, 495145.36598404637, 511904.5315630905, 1408856.195691652, 544383.696193439, 557953.9529946587, 779253.2370682771, 1015589.326957665, 1066611.908245587, 1182821.4798672716, 343286.7311997186, 651455.785580919, 1125959.030561931, 95287.10554134363, 298183.58702732483, 951372.4794291512, 214739.8962561424, 778799.6773540523, 658352.758824146, 530814.2406806987, 443109.90407844173, 590640.912644012, 1063754.1202021632, 761476.6407122004]"
12083.0,0,"[13021.834498441898, 7814.33627402384, 18159.772377853566, 140169.50724443194, 4032.604904116555, 46150.66308437835, 64737.873007383765, 1682.6473095001816, 36.17521124366821, 19864.219853681483, 300.9089122590165, 2924.599528275533, 27820.97311078453, 144.82087725837297, 33.35249848296769, 21657.561728685447, 6485.517924609753, 11522.569243161033, 60773.097715485426, 11873.799750553115, 87583.63885766256, 547.3998464478955, 116981.89324336393, 20319.57913223253, 108.15795114697724, 3.2253154785486897e-07, 8021.098558333382, 3164.0148641567034, 305.28896715778484, 1842.7213046729573]"
12083.0,1,"[3240.7688060998435, 17.483075259266478, 0.025776116467071102, 12410.645334911082, 96580.65359017123, 42406.6508808521, 82.97203416474694, 1962.7275537566004, 6410.572980350393, 0.07533370946816326, 660.9899275071002, 40305.05938721471, 2804.1220320844545, 2163.4272340419566, 229.90257145181064, 2814.676669268962, 3759.710839264558, 807.5365452880991, 47433.73415947697, 18886.41577192771, 79.5609182383638, 88971.93940706056, 3083.6757121764795, 32648.84640786088, 4.0532451285713474e-08, 1.8763449738207554, 10055.89966872194, 975.9612976176514, 144681.93892923923, 84702.78220160402]"
12083.0,2,"[4.084211863409403, 151243.89318731718, 4223.454784332325, 2.727111468813428, 353.53335530822045, 31306.56737196633, 290.4595224321848, 1301.0867883541982, 151.5192063153814, 2869.2751201935102, 56903.49359118446, 0.19042489156763573, 203092.0500900553, 397.421524585284, 1.3854983699402508, 1348.520735885765, 7243.545136265571, 75021.37373551789, 0.09128071090652057, 351.68910292604727, 4561.164796327676, 373.5402716694001, 17249.672797306208, 63083.14563335446, 26866.445384724622, 463.4706270770275, 26.01887042239336, 9.331299112637398, 25163.946293536927, 12776.854971573273]"
12083.0,3,"[1646.373807484666, 11794.893585408445, 21.859837593652273, 793.3738378589289, 0.005499772186680684, 58980.353142182306, 54719.95842034858, 5310.833000231273, 214.4429908958925, 673.4568993598608, 7297.712194031324, 1270.7745923046225, 1305.1955372588568, 199297.08418520752, 73930.14895803743, 1339.6075189875176, 262734.7686856162, 5572.167848899674, 0.21427477140673548, 101293.05076608178, 436.9141739829585, 120091.57676405825, 543.3557900814802, 7.394629217096608, 34646.37925356746, 350535.9728350051, 0.04864995342682424, 1377.6829708726152, 49909.63103684442, 1.044597210510466e-06]"
12083.0,4,"[7405.224264138934, 190.1955059696633, 0.0, 0.0001534716485644511, 149650.64577349165, 7.721755536672623e-08, 821.4839255705915, 3068.2181524246143, 23060.5639865542, 17956.51792602037, 5604.909671496021, 738.4519741586848, 8590.649320067037, 15349.321853039217, 15241.97319613816, 2002.8496474489282, 13573.302043736652, 67568.51302355443, 103195.69496623556, 9252.853454720822, 42461.190045030184, 142528.42982569462, 22085.3077056978, 52442.927305302204, 21.838421994917685, 3922.8305854731047, 83983.17916393958, 1773.0221624063483, 24254.816311113147, 1896.9609923418004]"
12083.0,5,"[12011.363401672688, 2640.496339523802, 78070.14557262325, 37900.21032416905, 660.4257816523618, 1729.869492896942, 90187.9957380974, 7150.998201180888, 0.05424293985698098, 4.102380095262093, 5.87189687132253, 44323.814927722226, 371.0676181440598, 51628.70780661914, 1.3063217509709186, 2208.78401454809, 92809.12180101218, 914.6203707665256, 316.9506631796884, 0.0015352393588559622, 4035.2920981751217, 4398.389020262296, 31994.65561193706, 719.7219058630061, 91727.74156238309, 0.0, 28418.806014913203, 5.15770233381778e-13, 25233.418800315212, 16394.94659070728]"
12083.0,6,"[1.1204438956548795, 8.677004273165656e-09, 5711.546924163688, 89374.34210105572, 17364.082047590673, 0.8251302819226971, 4.9473750005892073e-05, 23030.59041869832, 110502.08713562942, 1340.6547178728263, 125034.52844263896, 3028.904611552106, 14978.217815758966, 2778.81870611766, 119998.57758487659, 211.81945456619823, 20.155293024280727, 0.36338400825652983, 2167.0064278464683, 560.4788647311669, 0.0026900251998122505, 49475.175616132634, 78.53592160381021, 83800.27330492862, 8.323818911466336e-10, 7290.052186274294, 49845.05242488804, 63.310405712094585, 0.5587139303974804, 174869.33399711185]"
12083.0,7,"[7454.890911999641, 20576.12931421742, 61130.0394741349, 2.6472714034416396, 73964.52952597644, 17034.096853808118, 385.3741412951109, 9.451662246976918, 2626.411134496416, 42197.23932812973, 5704.764686487406, 291.68576040852236, 72281.33823831675, 136843.80484690936, 24934.11681400179, 0.0, 14716.95202235628, 6506.932875533191, 20495.69011437054, 1577.4813100867002, 47513.189347045925, 92271.80935240265, 16914.059893802172, 1.1729493069409473, 0.0, 187638.63307076303, 148.23418446979076, 1507.3962205241844, 48318.41876559504, 603.841204988541]"
12083.0,8,"[18911.67651277028, 0.1891904506651431, 7497.511485554469, 0.9760478496508725, 42.10386968989866, 348025.5554591162, 100855.20650381185, 4866.612591845929, 162823.09470813, 9443.542253089561, 1720.6434128125816, 30126.888357938344, 67947.13456894527, 43323.01205543342, 212.41947253167027, 2807.013908399859, 45015.019836617634, 560.4263953980661, 8805.6418964331, 650.9398395840655, 316942.59348289244, 14.187256568382038, 418.4283064155281, 751.0083297682492, 6.851222203188732, 36013.68184344623, 29.103909289179438, 3704.760688425673, 29562.27159047784, 45456.18252973579]"
12083.0,9,"[0.0, 267947.6010018646, 97982.21254723791, 66.86778197338788, 15.608718066375914, 27169.919702855143, 7864.547906806383, 121765.5866321187, 92.48653609867323, 101151.83606258723, 2593.419793519606, 42335.22246496091, 0.0022216700166234424, 1051.4715628458398, 1.4255344037525624, 24436.948355077413, 53700.5055661929, 6789.941976612145, 97405.9199261484, 120.43537296006063, 9.171413685456895e-09, 276592.8353009509, 3334.09145546127, 173.781378581925, 59.98982407810955, 1071.8072697128455, 19.805615730366704, 148462.5488873917, 7667.113968286513, 97941.04487693016]"
12085.0,0,"[783882.3508876095, 238589.27036203467, 885736.931975403, 1339292.1917492326, 206149.01060633763, 710706.313238326, 54276.632116508066, 1212136.0428473682, 729926.560535188, 2361211.8707264727, 73848.58655483325, 371869.1343382659, 622995.7264505451, 552046.5632813108, 477523.12037820957, 1287017.1425424994, 2023386.9479704634, 1509114.7664705135, 659010.9597688224, 389148.3545561404, 501091.4847057254, 657791.2522221282, 670984.5141931976, 832343.4582451293, 2283975.5200774916, 20535.31443768061, 621620.7300179658, 354208.5219432915, 659852.0815459735, 728445.4085039168]"
12085.0,1,"[69049.22518648513, 843641.9031176234, 73125.82840980003, 200631.4097119677, 1002879.9641337837, 429116.9366651295, 1051694.9353523327, 596739.4429451221, 1153450.3229921758, 183801.7785814496, 235679.38535525533, 702334.7565405583, 399241.5767210302, 139780.05915457706, 918758.2325138204, 217305.6159158245, 1074975.3327900686, 454412.88415389904, 242745.90731718094, 3097121.235700152, 579690.3122540739, 2513940.6768494635, 914919.2365256293, 267231.1239597093, 376723.6386543941, 651654.3025308338, 478369.6796565751, 203793.72831404663, 1640845.0349267432, 1302931.705180739]"
12085.0,2,"[1740547.9904190341, 662896.1801069918, 582121.8666000492, 336836.80454695865, 190391.7634229279, 1986314.1975091447, 625959.4433843722, 659355.9030406466, 706934.7807455146, 576491.5357246744, 1721104.7363904451, 1399099.7536457307, 1756204.359101475, 1210095.0452266876, 915071.3591058888, 292842.2241007812, 1295892.6803763767, 1403990.809911699, 685743.5005641327, 734680.7641098097, 460760.24676383554, 130865.15235522958, 852575.8689662606, 3444688.1991983606, 501302.23252416943, 338779.6837456885, 1622917.7583243875, 555500.8721028523, 1693011.9660187727, 657588.3041133331]"
12085.0,3,"[110372.70888069135, 527527.0602806101, 39295.49505765025, 479031.3042820366, 2763981.4807219193, 3607852.8688724022, 978153.7390270188, 1925804.1225581039, 1273634.326621635, 346740.36166542844, 1320251.409793854, 2577152.7698618346, 1368481.171116569, 756926.1544266266, 1293384.8347199124, 350513.2413406651, 1624438.6852206353, 2080659.019600126, 932955.619784525, 467858.8574874696, 792003.1506676323, 432763.7864951584, 298319.43059518974, 850878.0059432124, 1184350.1871883464, 1315977.3978377222, 1528870.5232371525, 502167.26411855523, 1399404.7681015222, 45922.67170095657]"
12085.0,4,"[1864560.2780514474, 819762.4896674717, 697579.9986227624, 140626.96127828283, 1651998.2918150576, 95755.62600312963, 310397.6912119952, 751792.4095040495, 353153.1054750102, 996028.5300092298, 297796.1246460482, 277033.8287017812, 806689.5040880125, 545872.4892661279, 1192056.807276189, 124839.25636398293, 483905.21138174314, 157261.08224904232, 542627.2168614462, 502932.7716869566, 1220984.4940137437, 2359031.951905089, 1779986.2590120332, 1175272.2957318756, 679777.4321416172, 884175.422538418, 3913382.7862210195, 617455.8345636035, 1154545.2378743072, 1023612.9367852933]"
12085.0,5,"[1309302.6835854922, 654099.0271981845, 1436740.9104122494, 403660.92939374887, 78898.74403755371, 730613.6300423687, 352984.63292554655, 1669236.8724328382, 260592.31289524058, 13827.142288241406, 368423.9950152341, 519767.7152299371, 417537.39436095266, 1522882.8336449508, 543328.033943974, 670507.3108762882, 599377.8719925841, 1420549.4933574027, 413746.12789719854, 112447.58407517671, 1136958.7022122238, 223411.0438824589, 2716470.6409107656, 196531.8061270527, 1389733.7144716124, 253148.41645184017, 1159954.2982409254, 1044270.3530819734, 291438.9085316182, 743688.220733431]"
12085.0,6,"[336874.05453289865, 1242772.0727653683, 850746.6690438867, 1540379.987155298, 2529049.9749959693, 167780.44968784484, 658057.9830084444, 689104.4804158916, 1225984.400381756, 2266719.2847106527, 1888173.0922140633, 841748.8548845678, 1742096.525804111, 952920.4870364929, 612180.3908913034, 350631.5978663347, 1320960.3242583661, 535909.6868155686, 1681345.3680094264, 665310.3990080178, 57719.22321802835, 1658740.391230522, 946426.354666358, 1053448.1745743086, 222189.97768626892, 938578.9957847216, 2676779.667065408, 368782.6504772416, 766020.2611831558, 47950.78411582063]"
12085.0,7,"[186669.64641470218, 823203.9657606104, 318128.85487820784, 1150865.5197611705, 654249.4318864731, 1745484.640488795, 390414.01960202446, 802077.6883740156, 51743.67340691277, 879293.0408114839, 1088624.6043319842, 1067240.9450625048, 452627.680647152, 1411662.3487794842, 731666.5580268456, 312850.84002864396, 1185587.5961001366, 628121.5810426105, 648373.3350420659, 1040078.2598861103, 510089.9675043488, 1924614.4439399473, 710505.5325920761, 602323.080834079, 248488.28721471125, 1269031.259223113, 214306.46376643956, 843211.1317234238, 754571.4424010392, 179821.11537511233]"
